Listid,Listname,listPublished,Published,Sectorcode,Status,Competitorid,Fiscode,Lastname,Firstname,Nationcode,Gender,Birthdate,Skiclub,Nationalcode,Competitorname,Birthyear,Calculationdate,DHpoints,DHpos,DHSta,SLpoints,SLpos,SLSta,GSpoints,GSpos,GSSta,SGpoints,SGpos,SGSta,ACpoints,ACpos,ACSta
412,"21st FIS points list 2024/25",1,1,AL,O,269619,385121,MUCKO,Iskra,CRO,W,2006-11-10,"Ski Club Zagreb",CRO,"MUCKO Iskra",2006,15-04-2025,,,,84.50,1644,*,89.55,1808,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,288377,56861,MUEHLBERGER,Johanna,AUT,W,2008-12-24,"SV Scheffau",,"MUEHLBERGER Johanna",2008,15-04-2025,,,,128.23,2503,,114.48,2269,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,288603,492714,"MUELA BERNACER",Nicolas,ESP,M,2008-01-21,"CLUB ESPORTIU GRANUEC",ESP,"MUELA BERNACER Nicolas",2008,15-04-2025,,,,120.45,3623,,123.11,3777,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,285284,516970,MUELLER,"Chiara Valentina",SUI,W,2008-11-08,"Ski Racing Club Suvretta St. Moritz",SUI,"MUELLER Chiara Valentina",2008,15-04-2025,,,,56.75,912,,66.76,1229,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,292557,6534743,MUELLER,John,USA,M,2008-05-19,"Welch Village",7293272,"MUELLER John",2008,15-04-2025,,,,229.84,5247,+,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,271365,207060,MUELLER,Julia,GER,W,2006-05-02,"WSV Muenchen",,"MUELLER Julia",2006,15-04-2025,,,,77.92,1489,,63.74,1146,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,294841,203407,Mueller,Michael,GER,M,1999-01-20,,,"Mueller Michael",1999,15-04-2025,,,,218.18,5164,+,176.00,4774,+,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,228402,6536825,MUELLER,Molly,USA,W,2002-07-18,"Colby College Ski Team",6379611,"MUELLER Molly",2002,15-04-2025,,,,45.96,641,*,46.26,661,*,718.28,2232,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,187788,202821,MUELLER,Nico,GER,M,1997-02-07,"SC Truchtelfingen",,"MUELLER Nico",1997,15-04-2025,,,,168.02,4598,+,90.61,2834,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,240498,6533381,MUELLER,Oliver,USA,M,2003-02-13,"Team Gilboa Ski Club of MN Inc.",6380554,"MUELLER Oliver",2003,15-04-2025,,,,84.70,2569,,455.84,5976,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,287800,56853,MUELLER,Vanessa,AUT,W,2008-11-05,"SC Petzen",,"MUELLER Vanessa",2008,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,271266,6537803,MUELLER,Violet,USA,W,2006-11-30,"Team Gilboa Ski Club of MN Inc.",6544845,"MUELLER Violet",2006,15-04-2025,,,,159.74,2931,,310.61,3804,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,292748,6050004,Muellner,Philipp,AUT,M,2008-11-14,"Schiklub Maria Alm",,"Muellner Philipp",2008,15-04-2025,,,,142.15,4128,,115.54,3584,,154.23,2048,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,277600,516898,MUERNER,Malea,SUI,W,2007-03-01,Frutigen,SUI,"MUERNER Malea",2007,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,108784,193967,MUFFAT-JEANDET,Victor,FRA,M,1989-03-05,"CLUB DES SPORTS VAL D ISERE - DOUANES",2198925,"MUFFAT-JEANDET Victor",1989,15-04-2025,48.72,246,*,7.10,34,,20.79,97,*,66.06,504,*,35.31,11,*
412,"21st FIS points list 2024/25",1,1,AL,O,104620,820018,MUHAMMAD,Jan,PAK,M,1989-10-01,,,"MUHAMMAD Jan",1989,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,217758,820046,MUHAMMAD,Noor,PAK,M,1998-01-25,,,"MUHAMMAD Noor",1998,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,251369,820059,MUHAMMAD,Noor,PAK,M,1998-06-04,,,"MUHAMMAD Noor",1998,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,261721,512687,MUHEIM,Elias,SUI,M,2003-07-13,Beckenried-Klewenalp,SUI,"MUHEIM Elias",2003,15-04-2025,,,,272.79,5487,*,248.28,5433,*,222.15,2678,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,194889,40621,MUHLEN-SCHULTE,Louis,AUS,M,1998-03-12,,,"MUHLEN-SCHULTE Louis",1998,15-04-2025,253.85,1819,*,20.52,110,,19.13,74,*,69.48,549,,190.49,320,*
412,"21st FIS points list 2024/25",1,1,AL,O,261313,516812,MUHLHEIM,Noelle,SUI,W,2005-01-20,Matten,SUI,"MUHLHEIM Noelle",2005,15-04-2025,84.93,293,*,93.87,1880,*,74.95,1457,*,92.40,564,*,274.53,259,*
412,"21st FIS points list 2024/25",1,1,AL,O,253311,54816,MUIGG,Manuel,AUT,M,2004-02-24,"SC Mutters",,"MUIGG Manuel",2004,15-04-2025,,,,28.17,365,,44.13,963,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,281076,180976,MUJUNEN,Onni,FIN,M,2007-06-01,HimoSki,FIN,"MUJUNEN Onni",2007,15-04-2025,,,,65.89,1824,,135.89,4081,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,245389,180918,MUJUNEN,Otto,FIN,M,2003-11-20,"Alppihiihtoseura Himoski",,"MUJUNEN Otto",2003,15-04-2025,,,,52.82,1275,*,327.90,5730,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,268343,180951,MUKKA,Johan,FIN,M,1964-12-04,"Santa Claus Ski Team",FIN,"MUKKA Johan",1964,15-04-2025,237.37,1762,*,,,,,,,302.02,3102,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,136701,306977,MUKOGAWA,Sakurako,JPN,W,1992-01-20,"Akita Xerox",,"MUKOGAWA Sakurako",1992,15-04-2025,999.99,1286,*,78.56,1497,*,261.18,3647,*,286.74,1807,*,496.65,532,*
412,"21st FIS points list 2024/25",1,1,AL,O,262253,10000342,MULA,Lorenzo,ITA,M,2005-04-11,"EQUIPE BEAULARD S.S.D. A R.L.",ITA51108,"MULA Lorenzo",2005,15-04-2025,427.53,2050,*,76.68,2265,,72.10,2120,,208.64,2583,*,490.29,1013,*
412,"21st FIS points list 2024/25",1,1,AL,O,294626,6297598,MULAS,Margherita,ITA,W,2007-11-21,"S.C. VALCHISONE A.S.D.",ITA59738,"MULAS Margherita",2007,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,197109,120069,MULATI,Akezhuoli,CHN,M,1998-09-02,,CHN,"MULATI Akezhuoli",1998,15-04-2025,166.94,1394,*,371.25,5785,*,97.91,3069,*,253.26,2855,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,261876,6533778,MULCAHY,Dante,USA,M,2005-03-04,,6445642,"MULCAHY Dante",2005,15-04-2025,168.38,1402,*,71.08,2052,*,85.72,2652,*,157.96,2093,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,261018,492543,"MULHERN LOPEZ OLIVA",Carlos,ESP,M,2005-10-07,"CLUB ESQUI JACA",esp,"MULHERN LOPEZ OLIVA Carlos",2005,15-04-2025,,,,83.37,2509,*,93.80,2950,*,222.19,2679,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,294030,6534771,Mullaney,Owen,USA,M,2003-07-16,,7393504,"Mullaney Owen",2003,15-04-2025,,,,513.87,5952,,605.40,6078,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,271437,6537811,MULLEN,Eliza,USA,W,2006-11-10,"Bousquet Mountain",6562912,"MULLEN Eliza",2006,15-04-2025,,,,101.36,2052,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,274210,6100873,MULLER,August,CAN,M,2006-11-24,CRAIGLEITH,CAN,"MULLER August",2006,15-04-2025,,,,103.11,3168,,97.68,3064,,186.68,2398,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,285002,6534553,MULLER,Dyllan,USA,M,2008-02-13,"Schweitzer Alpine Racing School",6836560,"MULLER Dyllan",2008,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,280347,426576,MULLER,"Embla C. Oedegaard",NOR,W,2007-01-19,"Hemsedal IL",06,"MULLER Embla C. Oedegaard",2007,15-04-2025,,,,150.59,2825,*,145.24,2711,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,195910,151229,MULLER,Marek,CZE,M,1998-03-09,"Sk Spicak",,"MULLER Marek",1998,15-04-2025,413.78,2040,*,92.81,2842,*,77.25,2344,*,102.32,1146,*,347.63,810,*
412,"21st FIS points list 2024/25",1,1,AL,O,252403,151425,MULLER,Marek,CZE,M,2004-05-03,"M-Algo Team",,"MULLER Marek",2004,15-04-2025,73.37,409,,32.14,483,,32.04,451,,41.15,238,,184.16,296,*
412,"21st FIS points list 2024/25",1,1,AL,O,280408,198654,MULLER,Marion,FRA,W,2007-10-13,"SKI CLUB SAUSHEIM",2680113,"MULLER Marion",2007,15-04-2025,,,,188.09,3213,*,220.07,3440,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,261845,156133,MULLEROVA,Marie,CZE,W,2005-04-01,,,"MULLEROVA Marie",2005,15-04-2025,,,,477.50,4024,*,459.66,3997,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,284969,156252,MULLEROVA,Nicole,CZE,W,2008-03-16,,,"MULLEROVA Nicole",2008,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,281967,6101048,MULLINS,Eamon,CAN,M,2007-02-09,TREMBLANT,CAN,"MULLINS Eamon",2007,15-04-2025,,,,148.16,4257,*,144.34,4253,*,194.92,2468,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,246755,6100491,MULLINS,Rhys,CAN,M,2003-09-17,EVOLVE,CAN,"MULLINS Rhys",2003,15-04-2025,293.46,1910,*,289.79,5568,*,244.98,5411,*,260.66,2904,+,,,
412,"21st FIS points list 2024/25",1,1,AL,O,294746,221727,Mundy,Jack,GBR,M,2004-07-22,"Essex Ski Racing Club / UNIQ",,"Mundy Jack",2004,15-04-2025,,,,,,,297.24,5633,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,270374,6302001,MUNEKATA,Shu,JPN,M,2006-08-07,,,"MUNEKATA Shu",2006,15-04-2025,,,,143.50,4161,*,238.84,5379,*,318.69,3162,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,280831,435521,MUNIAK,Klaudia,POL,W,2007-11-26,SportUp,1513,"MUNIAK Klaudia",2007,15-04-2025,,,,60.40,1020,,44.92,624,,172.27,1254,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,281459,725040,MUNKHBAYAR,Injin,MGL,W,2007-03-23,MGL,MGL,"MUNKHBAYAR Injin",2007,15-04-2025,,,,390.59,3944,,560.08,4052,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,283094,400401,MUNNEKE,Floris,NED,M,2007-07-24,,NED,"MUNNEKE Floris",2007,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,262832,496631,"MUNOZ BALLARIN",Georgina,ESP,W,2005-05-02,TORB,ESP,"MUNOZ BALLARIN Georgina",2005,15-04-2025,,,,131.96,2559,,162.74,2928,,969.12,2275,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,282315,198670,"MUNOZ MORARD","Lily Rose",FRA,W,2007-11-22,"SKI CLUB DE MONTGENEVRE",2683268,"MUNOZ MORARD Lily Rose",2007,15-04-2025,,,,178.36,3133,*,144.74,2700,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,252285,6537249,MUNTER,Anneliese,DOM,W,2004-08-02,"Dominican Republic",6452887,"MUNTER Anneliese",2004,15-04-2025,,,,315.92,3826,*,367.53,3921,*,366.14,2008,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,219853,6532805,MUNTER,Gabriel,DOM,M,2001-12-27,"Dominican Republic",6418141,"MUNTER Gabriel",2001,15-04-2025,,,,214.22,5121,*,237.62,5373,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,254560,516802,MUNTWYLER,Madlaina,SUI,W,2002-09-06,"SAS Bern",SUI,"MUNTWYLER Madlaina",2002,15-04-2025,,,,330.71,3854,*,414.23,3964,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,252844,512631,MUNTWYLER,Raphael,SUI,M,2004-04-05,"Hausen am Albis",SUI,"MUNTWYLER Raphael",2004,15-04-2025,61.28,322,,59.34,1546,*,70.57,2072,*,67.03,514,*,390.20,880,*
412,"21st FIS points list 2024/25",1,1,AL,O,269823,151527,MUNZAR,Jakub,CZE,M,2006-04-05,,,"MUNZAR Jakub",2006,15-04-2025,,,,196.96,4956,*,370.92,5847,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,146785,745006,MURADYAN,Tatevik,ARM,W,1992-02-11,"Tsakhkadzor Winter sports school",ARM,"MURADYAN Tatevik",1992,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,252610,6301619,MURAI,Ken,JPN,M,2004-06-02,,,"MURAI Ken",2004,15-04-2025,,,,113.48,3474,*,61.62,1708,,295.98,3071,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,252611,6301620,MURAI,Sho,JPN,M,2004-06-02,,,"MURAI Sho",2004,15-04-2025,,,,107.02,3286,*,77.82,2371,,300.60,3093,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,288810,6302423,MURAKAMI,Kengo,JPN,M,2006-11-24,,,"MURAKAMI Kengo",2006,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,175569,6300000,MURAKAMI,Koichi,JPN,M,1969-12-21,,,"MURAKAMI Koichi",1969,15-04-2025,,,,,,,167.45,4671,*,274.68,2980,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,284883,6302304,MURAKAMI,Seitaro,JPN,M,2008-10-02,,,"MURAKAMI Seitaro",2008,15-04-2025,,,,146.44,4219,,145.76,4272,,329.56,3206,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,42198,305824,MURAMATSU,Akiko,JPN,W,1981-06-01,,,"MURAMATSU Akiko",1981,15-04-2025,,,,208.78,3363,*,72.53,1389,*,239.10,1641,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,278010,6302126,MURAMATSU,Kotaro,JPN,M,2007-04-24,,,"MURAMATSU Kotaro",2007,15-04-2025,,,,209.44,5080,*,169.34,4688,*,269.22,2951,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,277129,6534262,MURANO,Bode,USA,M,2007-12-16,"Proctor Academy",6498243,"MURANO Bode",2007,15-04-2025,,,,218.99,5172,*,326.81,5725,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,294056,10001906,MURARA,Alessandro,ITA,M,2008-12-19,"POLISPORTIVA ALPE CIMBRA A.S.D.",ITA63633,"MURARA Alessandro",2008,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,229249,6301318,MURASE,Taiga,JPN,M,2002-09-16,,,"MURASE Taiga",2002,15-04-2025,,,,80.94,2412,*,73.50,2184,,353.13,3275,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,279876,6302249,MURATA,Haruchi,JPN,M,2007-08-10,,,"MURATA Haruchi",2007,15-04-2025,,,,,,,197.59,5037,,456.62,3474,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,229222,308221,MURATA,Hikari,JPN,W,2002-10-02,,,"MURATA Hikari",2002,15-04-2025,,,,108.12,2175,*,54.07,881,,297.11,1842,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,228958,6301283,MURATA,Kaito,JPN,M,2002-12-01,,,"MURATA Kaito",2002,15-04-2025,,,,69.28,1979,*,56.17,1470,*,347.15,3257,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,285050,6302327,MURATA,Takuto,JPN,M,2008-05-16,,,"MURATA Takuto",2008,15-04-2025,,,,109.34,3365,,109.94,3432,,338.20,3236,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,287916,6302418,MURATA,Tomoki,JPN,M,2005-08-13,,,"MURATA Tomoki",2005,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,262761,6301871,MURATA,Yusuke,JPN,M,2005-01-12,,,"MURATA Yusuke",2005,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,228765,6301270,MURATA,Yuto,JPN,M,2002-08-14,,,"MURATA Yuto",2002,15-04-2025,,,,136.38,4000,*,118.47,3654,,413.93,3415,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,270376,308567,MURAYAMA,Sayuri,JPN,W,2006-06-23,,,"MURAYAMA Sayuri",2006,15-04-2025,,,,122.04,2404,*,110.45,2200,,318.92,1903,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,42245,300662,MURAYAMA,Takashi,JPN,M,1976-08-08,,,"MURAYAMA Takashi",1976,15-04-2025,,,,,,,715.10,6124,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,238516,512559,MURER,David,SUI,M,2003-03-20,"Beckenried Klewenalp",SUI,"MURER David",2003,15-04-2025,80.61,489,,34.74,580,,30.62,404,,59.79,419,,204.57,376,*
412,"21st FIS points list 2024/25",1,1,AL,O,254992,705514,MURINOVA,Emma,SVK,W,2004-02-27,"LK Valcianska dolina",3224,"MURINOVA Emma",2004,15-04-2025,,,,116.21,2315,*,223.62,3461,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,138572,511896,MURISIER,Justin,SUI,M,1992-01-08,Bagnes,SUI,"MURISIER Justin",1992,15-04-2025,4.07,11,,132.65,3907,*,20.27,91,*,14.55,47,,20.84,9,*
412,"21st FIS points list 2024/25",1,1,AL,O,276962,203331,MURN,Leonard,GER,M,2007-08-30,"Skischule St. Pauli",,"MURN Leonard",2007,15-04-2025,,,,135.78,3979,*,148.72,4340,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,270909,496677,"MURO MONSALVE",Jone,ESP,W,2006-07-08,"CANDANCHU ESQUI CLUB",ESP,"MURO MONSALVE Jone",2006,15-04-2025,,,,56.88,917,*,67.64,1248,*,118.94,837,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,279567,565563,MUROVEC,Lori,SLO,W,2007-04-07,"TRG - ASK TRIGLAV KRANJ",SLO,"MUROVEC Lori",2007,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,230043,565496,MUROVEC,Nika,SLO,W,2002-02-11,"KRG - ASK Kranjska Gora",SLO,"MUROVEC Nika",2002,15-04-2025,,,,153.83,2860,*,68.58,1271,*,192.84,1381,*,426.72,475,*
412,"21st FIS points list 2024/25",1,1,AL,O,277150,6537913,MURPHY,Ava,USA,W,2007-04-06,"Sun Valley Ski Education Fnd",6833426,"MURPHY Ava",2007,15-04-2025,248.16,902,,124.24,2439,*,115.22,2280,*,181.05,1317,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,219611,275044,MURPHY,Elle,IRL,W,2001-11-28,"University of Nevada",,"MURPHY Elle",2001,15-04-2025,138.29,576,,92.21,1848,*,67.01,1236,*,127.04,891,,765.45,652,*
412,"21st FIS points list 2024/25",1,1,AL,O,293472,225929,Murphy,Isobel,GBR,W,2008-08-20,UNIQ,,"Murphy Isobel",2008,15-04-2025,,,,,,,354.94,3896,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,277594,6534310,MURPHY,Jaxon,USA,M,2007-09-18,"Alyeska Ski Club",6829646,"MURPHY Jaxon",2007,15-04-2025,200.65,1606,+,125.47,3744,,80.19,2446,,129.02,1663,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,254472,45490,MURPHY,Letitia,AUS,W,2004-06-27,,,"MURPHY Letitia",2004,15-04-2025,,,,132.32,2570,,165.29,2953,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,269939,6537748,MURPHY,Olivia,USA,W,2006-06-28,"Team Gilboa Ski Club of MN Inc.",6727246,"MURPHY Olivia",2006,15-04-2025,,,,149.19,2808,,218.54,3430,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,286762,109057,MURRAY,Sofia,CAN,W,2008-02-04,"POLEY MTN",CAN,"MURRAY Sofia",2008,15-04-2025,,,,245.54,3586,,202.53,3306,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,201298,959002,MURRAY-TACON,"Alexandra Helen",HKG,W,1997-05-14,"Hk Ski club",HKG,"MURRAY-TACON Alexandra Helen",1997,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,263895,198497,MURTAGH,Jessica,FRA,W,2005-09-03,"CLUB DES SPORTS COURCHEVEL",2660966,"MURTAGH Jessica",2005,15-04-2025,57.49,169,*,43.58,576,*,29.97,272,*,44.92,167,*,357.66,401,*
412,"21st FIS points list 2024/25",1,1,AL,O,279974,710407,MURTIC,Danial,BIH,M,2007-12-18,"Ski klub Bjelasnica",,"MURTIC Danial",2007,15-04-2025,,,,234.58,5281,,324.86,5722,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,253948,6537326,MUSCARELLA,Simona,USA,W,2004-04-14,"Bates College",6477861,"MUSCARELLA Simona",2004,15-04-2025,,,,69.44,1266,,98.82,1991,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,275663,6100909,MUSGRAVE,Garrett,CAN,M,2000-10-07,"LAKE LOUISE",CAN,"MUSGRAVE Garrett",2000,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,238173,6301469,MUSHA,Yuki,JPN,M,2003-05-31,,,"MUSHA Yuki",2003,15-04-2025,,,,113.09,3468,,113.62,3528,,442.62,3450,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,252321,6533497,MUSIAL,Jackson,USA,M,2004-04-14,"Colby-Sawyer College",6388731,"MUSIAL Jackson",2004,15-04-2025,,,,42.08,875,,52.47,1318,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,280328,6538075,MUSIAL,Sierra,USA,W,2007-03-20,"Pinnacle Alpine Racing",6886998,"MUSIAL Sierra",2007,15-04-2025,,,,224.55,3467,,212.39,3389,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,240364,180915,MUSIKKA,Mikael,FIN,M,2003-05-23,"Peuramaa Slalom",FIN,"MUSIKKA Mikael",2003,15-04-2025,86.40,549,*,92.40,2822,*,77.73,2368,*,98.33,1069,*,277.92,612,*
412,"21st FIS points list 2024/25",1,1,AL,O,280587,10001266,MUSITELLI,Enrico,ITA,M,2007-06-17,"S.C. ZANETTI-GOGGI A.S.D.",ITA58174,"MUSITELLI Enrico",2007,15-04-2025,,,,75.88,2236,,59.45,1618,,127.46,1629,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,226513,625039,MUSKAN,Muskan,IND,W,2001-08-02,JKWGA,,"MUSKAN Muskan",2001,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,260972,203244,MUSSNER,Joseph,GER,M,2005-05-10,"SC Hammer",,"MUSSNER Joseph",2005,15-04-2025,,,,33.80,543,,55.03,1415,,83.94,797,,379.26,862,*
412,"21st FIS points list 2024/25",1,1,AL,O,281518,10001342,MUSSO,Edoardo,ITA,M,2007-05-11,"SCI CLUB LIMONE A.S.D.",ITA57768,"MUSSO Edoardo",2007,15-04-2025,,,,202.43,5011,+,157.01,4503,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,176345,180791,MUSTALAHTI,Jaakko,FIN,M,1996-01-31,"Levi Ski club",,"MUSTALAHTI Jaakko",1996,15-04-2025,,,,,,,60.91,1679,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,286431,6534637,MUSTY,Abraham,USA,M,2008-01-25,"Burke Mountain Academy",6761875,"MUSTY Abraham",2008,15-04-2025,69.00,380,,56.79,1449,,56.74,1506,,86.64,840,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,274741,705555,MUTISOVA,Alexandra,SVK,W,2006-02-26,"Ski Klub Donovaly",,"MUTISOVA Alexandra",2006,15-04-2025,,,,95.43,1917,,179.36,3097,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,286477,6534652,MUTTER,Tiger,USA,M,2008-05-10,"Windham Race Factory",6740875,"MUTTER Tiger",2008,15-04-2025,,,,231.97,5266,+,146.86,4305,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,260958,410464,MUTTON,Jesse,NZL,M,2005-12-28,"Wanaka Snowsports Club",,"MUTTON Jesse",2005,15-04-2025,,,,55.45,1390,,74.87,2246,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,202989,715171,MUZAFERIJA,Elvedina,BIH,W,1999-08-20,"SK ZE-2010",,"MUZAFERIJA Elvedina",1999,15-04-2025,16.19,41,*,353.15,3894,*,32.28,325,,17.88,32,*,158.16,76,*
412,"21st FIS points list 2024/25",1,1,AL,O,268987,625057,MUZAFFER,Haya,IND,W,2001-07-06,SSI,IND,"MUZAFFER Haya",2001,15-04-2025,,,,531.60,4061,*,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,120313,194167,MUZATON,Maxence,FRA,M,1990-06-26,"CLUB DES SPORTS LA PLAGNE - DOUANES",2296262,"MUZATON Maxence",1990,15-04-2025,11.66,34,,102.14,3135,*,103.77,3245,*,31.13,164,,159.29,189,*
412,"21st FIS points list 2024/25",1,1,AL,O,201040,430792,MYDLARZ,Leszek,POL,M,1981-02-12,,,"MYDLARZ Leszek",1981,15-04-2025,,,,,,,,,,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,273072,426537,MYKING,Ingrid,NOR,W,2006-01-14,"Stranda IL",15,"MYKING Ingrid",2006,15-04-2025,,,,32.94,363,,52.10,815,,117.11,824,*,,,
412,"21st FIS points list 2024/25",1,1,AL,O,264746,426482,MYKLEBUST,"Ane Malen Saetren",NOR,W,2005-11-14,"Sogndal IL",14,"MYKLEBUST Ane Malen Saetren",2005,15-04-2025,,,,179.63,3140,*,155.42,2839,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,231703,422810,MYKLEBUST,Sindre,NOR,M,2002-05-19,"Sogndal Il",14,"MYKLEBUST Sindre",2002,15-04-2025,350.51,1983,*,23.58,208,*,25.74,255,,125.06,1584,*,450.41,971,*
412,"21st FIS points list 2024/25",1,1,AL,O,276404,690818,MYKULIAK,Myroslav,UKR,M,2006-04-30,,,"MYKULIAK Myroslav",2006,15-04-2025,,,,316.03,5656,*,195.15,5016,*,,,,,,
412,"21st FIS points list 2024/25",1,1,AL,O,253676,180927,MYLLYNIEMI,Julius,FIN,M,2004-10-19,"GrIFK Alpine",FIN,"MYLLYNIEMI Julius",2004,15-04-2025,546.62,2125,*,60.00,1574,*,78.79,2398,*,145.37,1918,*,811.56,1173,*
